1	1	1	0	0	0	3	0	1	-1	1	-1	-1	-1	0	0	0	0	0
2	1	1	3	0	0	3	0	908,909,907,2	-1	2	-1	-1	-1	0	0	0	0	0
3	1	1	1	0	0	1	0	910,3	-1	3	-1	-1	-1	0	0	0	0	0
4	1	1	0	0	0	3	0	4	-1	4	-1	-1	-1	0	0	200,200	0	0
5	1	1	3	0	0	3	0	908,909,907,5	-1	5	-1	-1	-1	0	0	300,300	0	0
6	1	1	1	0	0	1	0	910,6	-1	6	-1	-1	-1	0	0	80,-150	0	0
7	1	1	0	0	0	3	0	7	-1	7	-1	-1	-1	0	0	200,200	0	0
8	1	1	3	0	0	3	0	908,909,907,8	-1	8	-1	-1	-1	0	0	200,200	0	0
9	1	1	1	0	0	1	0	910,9	-1	9	-1	-1	-1	0	0	150,100	0	0
10	1	1	0	0	0	3	0	10	-1	10	-1	-1	-1	0	0	200,200	0	0
11	1	1	3	0	0	3	0	908,909,907,11	-1	11	-1	-1	-1	0	0	450,450	0	0
12	1	1	1	0	0	1	0	910,12	-1	12	-1	-1	-1	0	0	100,0	0	0
13	1	1	0	0	0	3	0	13	-1	13	-1	-1	-1	0	0	180,180	0	0
14	1	1	3	0	0	3	0	14	-1	14	-1	-1	-1	0	0	200,200	0	0
15	1	1	1	0	0	3	0	912,913,15	-1	15	-1	-1	-1	0	0	400,400	0	0
16	1	1	0	0	0	3	0	16	-1	16	-1	-1	-1	0	0	180,180	0	0
17	1	1	3	0	0	3	0	17	-1	17	-1	-1	-1	0	0	200,200	0	0
18	1	1	1	0	0	3	0	912,913,18	-1	18	-1	-1	-1	0	0	400,400	0	0
19	1	1	0	0	0	3	0	19	-1	19	-1	-1	-1	0	0	180,180	0	0
20	1	1	3	0	0	3	0	20	-1	20	-1	-1	-1	0	0	200,200	0	0
21	1	1	1	0	0	3	0	912,913,21	-1	21	-1	-1	-1	0	0	350,400	0	0
22	1	1	0	0	0	3	0	22	-1	22	-1	-1	-1	0	0	300,300	0	0
23	1	1	3	0	0	3	0	23	-1	23	-1	-1	-1	0	0	250,250	0	0
24	1	1	1	0	0	3	0	912,913,24	-1	24	-1	-1	-1	0	0	450,450	0	0
25	1	1	0	0	0	3	0	25	-1	25	-1	-1	-1	0	0	0	0	0
26	1	1	3	0	0	3	0	841,26	-1	26	-1	-1	-1	0	0	0	0	0
27	1	1	1	0	0	10	0	842,27	-1	27	-1	-1	-1	0	0	0	0	0
28	1	1	0	0	0	3	0	28	-1	28	-1	-1	-1	0	0	200,200	0	0
29	1	1	3	0	0	3	0	841,29	-1	29	-1	-1	-1	0	0	260,260	0	0
30	1	1	1	0	0	3	0	842,30	-1	30	-1	-1	-1	0	0	450,450	0	0
31	1	1	0	0	0	3	0	31	-1	31	-1	-1	-1	0	0	320,320	0	0
32	1	1	3	0	0	3	0	841,32	-1	32	-1	-1	-1	0	0	300,300	0	0
33	1	1	1	0	0	3	0	842,33	-1	33	-1	-1	-1	0	0	500,600	0	0
34	1	1	0	0	0	3	0	34	-1	34	-1	-1	-1	0	0	260,260	0	0
35	1	1	3	0	0	3	0	841,35	-1	35	-1	-1	-1	0	0	380,380	0	0
36	1	1	1	0	0	3	0	842,36	-1	36	-1	-1	-1	0	0	400,450	0	0
37	1	1	0	0	0	3	0	37	-1	37	-1	-1	-1	0	0	0	0	0
38	1	1	3	0	0	3	0	916,917,914,915,38	-1	38	-1	-1	-1	0	0	0	0	0
39	1	1	1	0	0	10	0	918,919,920,921,39	-1	39	-1	-1	-1	0	0	0	0	0
40	1	1	0	0	0	3	0	40	-1	40	-1	-1	-1	0	0	150,150	0	0
41	1	1	3	0	0	3	0	916,917,914,915,41	-1	41	-1	-1	-1	0	0	200,200	0	0
42	1	1	1	0	0	3	0	918,919,920,921,42	-1	42	-1	-1	-1	0	0	500,600	0	0
43	1	1	0	0	0	3	0	43	-1	43	-1	-1	-1	0	0	300,300	0	0
44	1	1	3	0	0	3	0	916,917,914,915,44	-1	44	-1	-1	-1	0	0	200,200	0	0
45	1	1	1	0	0	3	0	918,919,920,921,45	-1	45	-1	-1	-1	0	0	380,400	0	0
46	1	1	0	0	0	3	0	46	-1	46	-1	-1	-1	0	0	300,300	0	0
47	1	1	3	0	0	3	0	916,917,914,915,47	-1	47	-1	-1	-1	0	0	250,250	0	0
48	1	1	1	0	0	3	0	918,919,920,921,48	-1	48	-1	-1	-1	0	0	550,650	0	0
49	1	1	0	0	0	3	0	49	-1	49	-1	-1	-1	0	0	0	0	0
50	1	1	3	0	0	3	0	922,50	-1	50	-1	-1	-1	0	0	0	0	0
51	1	1	1	0	0	1	0	925,923,924,51	-1	51	-1	-1	-1	0	0	0	0	0
52	1	1	0	0	0	3	0	52	-1	52	-1	-1	-1	0	0	250,250	0	0
53	1	1	3	0	0	3	0	922,53	-1	53	-1	-1	-1	0	0	250,250	0	0
54	1	1	1	0	0	1	0	925,923,924,54	-1	54	-1	-1	-1	0	0	270,100	0	0
55	1	1	0	0	0	3	0	55	-1	55	-1	-1	-1	0	0	180,180	0	0
56	1	1	3	0	0	3	0	922,56	-1	56	-1	-1	-1	0	0	250,250	0	0
57	1	1	1	0	0	1	0	925,923,924,57	-1	57	-1	-1	-1	0	0	-150,-300	0	0
58	1	1	0	0	0	3	0	58	-1	58	-1	-1	-1	0	0	350,350	0	0
59	1	1	3	0	0	3	0	922,59	-1	59	-1	-1	-1	0	0	350,350	0	0
60	1	1	1	0	0	1	0	925,923,924,60	-1	60	-1	-1	-1	0	0	250,100	0	0
