1	2	1	1	6	0	0	0	16	0.06	0.03	0	15423	3527	906	0	0.12	0	0	0	0	0.1	0	77.96	17.61	6.21	0	4	3	1,2,3,4,5,6	0,2,1653|0,2,1654|0,2,1655|0,2,1656	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	13	4	1	1	1	1	1	0	0	0	0	-1	0	2	0	0	-1	1	-1	-1	1	0	0	2	1,2,3,4	1,189,190,191,203,208	4,8,11,11,1,2	8,14,15,16	1,2,3,3	13
2	2	1	1	6	0	0	0	16	0.05	0.05	0	14173	3327	1006	0	0.1	0	0.1	0	0	0	0	77.98	17.62	6.21	0	16	3	7,8,9,10,11,12	0,2,1657|0,2,1658|0,2,1659|0,2,1660	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	13	4	1	1	1	2	1	0	0	0	0	-1	0	2	0	0	-1	2	-1	-1	1	0	0	3	5,6,7,8	2,189,190,191,199,213	4,8,11,11,1,2	2,14,15,16	1,2,3,3	16
3	2	1	1	6	0	0	0	16	0.08	0.08	0	15080	3733	911	0	0.1	0.05	0	0	0	0.05	0	79.04	17.72	6.29	0	28	3	13,14,15,16,17,18	0,2,1661,1945|0,2,1662,1945|0,2,1663,1945|0,2,1664,1945	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	13	4	1	1	1	3	1	0	0	0	0	-1	0	2	0	0	-1	3	-1	-1	1	0	0	4	9,10,11,12	3,189,190,191,203,212	4,8,11,11,1,2	9,14,15,16	1,2,3,3	14
4	2	1	1	5	0	0	0	16	0.1	0.06	0	15765	3727	918	0	0.12	0	0.15	0	0	0.05	0	80.66	17.61	6.42	0	40	3	19,20,21,22,23,24	0,2,1665|0,2,1666|0,2,1667|0,2,1668	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	13	4	1	1	1	4	1	0	0	0	0	-1	0	2	0	0	-1	-1	-1	-1	1	0	0	5	13,14,15,16	4,189,190,191,203,212	4,8,11,11,1,2	12,14,15,16	1,2,3,3	17
5	2	1	1	6	0	0	0	16	0.12	0.1	0	14863	3904	886	0	0	0	0	0	0	0.15	0	77.98	17.93	6.21	0	52	3	25,26,27,28,29,30	0,2,1669,1946,1947|0,2,1670,1946,1947|0,2,1671,1946,1947|0,2,1672,1946,1947	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	13	4	1	1	1	5	1	0	0	0	0	-1	0	2	0	0	-1	-1	-1	-1	1	0	0	6	17,18,19,20	5,189,190,191,201,213	4,8,11,11,1,2	7,14,15,16	1,2,3,3	16
6	2	2	1	6	0	0	0	16	0	0.1	0	17599	2975	1153	0	0.02	0.08	0	0	0.06	0	0	92.82	14.67	7.27	0	64	3	31,32,33,34,35,36	0,2,1673,1948|0,2,1674,1948|0,2,1675,1948|0,2,1676,1948	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	14	4	1	1	1	6	1	0	0	0	0	-1	0	2	0	0	-1	6	-1	-1	1	0	0	7	21,22,23,24	6,192,193,194,200,209	4,8,11,11,1,2	5,14,15,16	1,2,3,3	13
7	2	2	1	5	0	0	0	16	0.02	0.08	0	16539	2931	1241	0	0.04	0.1	0	0	0.05	0	0	88.73	15.8	7.05	0	76	3	37,38,39,40,41,42	0,2,1677,1949|0,2,1678,1949|0,2,1679,1949|0,2,1680,1949	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	14	4	1	1	1	7	1	0	0	0	0	-1	0	2	0	0	-1	-1	-1	-1	1	0	0	8	25,26,27,28	7,192,193,194,202,206	4,8,11,11,1,2	11,14,15,16	1,2,3,3	18
8	2	2	1	5	0	0	0	16	0.03	0.1	0	16858	3591	1094	0	0.05	0.06	0	0	0.05	0	0	89.26	16.55	7.1	0	88	3	43,44,45,46,47,48	0,2,1681|0,2,1682|0,2,1683|0,2,1684	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	14	4	1	1	1	8	1	0	0	0	0	-1	0	2	0	0	-1	-1	-1	-1	1	0	0	9	29,30,31,32	8,192,193,194,202,208	4,8,11,11,1,2	13,14,15,16	1,2,3,3	18
9	2	3	1	5	0	0	0	16	0.2	0	0	12708	3059	740	0	0.25	0.05	0	0	0	0.1	0	86.05	17.08	6.86	0	100	3	49,50,51,52,53,54	0,2,1685,1950|0,2,1686,1950|0,2,1687,1950|0,2,1688,1950	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	16	4	1	1	1	9	1	0	0	0	0	-1	0	2	0	0	-1	9	-1	-1	1	0	0	10	33,34,35,36	9,195,196,197,203,209	4,8,11,11,1,2	9,14,15,16	1,2,3,3	13
10	2	3	1	4	0	0	0	16	0.05	0.05	0	13469	3327	1051	0	0.1	0.15	0	0	0.03	0.1	0	88.74	17.61	7.06	0	112	3	55,56,57,58,59,60	0,2,1689|0,2,1690|0,2,1691|0,2,1692	0,1	2,0	-1	0	0	1	0	0	0	1	0	0	1	0	18	-1	16	4	1	1	1	10	1	0	0	0	0	-1	0	2	0	0	-1	10	-1	-1	1	0	0	11	37,38,39,40	10,195,196,197,198,209	4,8,11,11,1,2	10,14,15,16	1,2,3,3	17
