1	183	104303,104303	1	1	1	0	2	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	46,183	-1	2	1	0	1	99,99	11,2	1	2	642	1	1	9999	6	2,488,489,490	1,1,1,1|1,1,1,1|1,1,1,1	-1	2000	22000	-1	20001	-1	25
2	239	107101,107101	2	1	0	0	2	4	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	3	1	0	1	99,99	1,11	1	3	643	1	1	9999	6	3	1,1,1,1|1,1,1,1|1,1,1,1	-1	2001	22001	1	20002	-1	25
3	22	101502,101502	3	1	0	0	2	6	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	4	1	0	1	99,99	4,9	1	2	644	1	1	9999	6	4	1,1,1,1|1,1,1,1|1,1,1,1	-1	2002	22002	2	20003	-1	25
4	57	103301,103301	1	1	0	0	2	8	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	5	2	0	1	99,99	1,2	1	3	645	1	1	9999	6	5,491,492,493,494	1,1,1,1|1,1,1,1|1,1,1,1	-1	2003	22003	-1	20004	-1	30
5	155	104603,104603	2	1	0	0	2	10	11	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	39,155	4	6	2	0	1	99,99	10,2	1	2	646	1	1	9999	6	6	1,1,1,1|1,1,1,1|1,1,1,1	-1	0	22004	3	20005	-1	30
6	212	103004,103004	1	1	0	0	2	12	13	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	7	2	0	1	99,99	1,11	1	3	647	1	1	9999	6	7	1,1,1,1|1,1,1,1|1,1,1,1	-1	0	22005	-1	20006	-1	30
7	231	106801,106801	2	1	0	0	2	14	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	6	8	2	0	1	99,99	2,3	1	2	648	1	1	9999	6	8	1,1,1,1|1,1,1,1|1,1,1,1	-1	0	22006	4	20007	-1	30
8	171	105003,105003	1	1	0	0	2	16	17	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	7	9	2	0	1	99,99	1,6	1	3	649	1	1	9999	6	9	1,1,1,1|1,1,1,1|1,1,1,1	-1	0	22007	-1	20008	-1	30
9	172	105004,105004	2	1	0	0	2	18	19	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	43,172	8	10	2	0	1	99,99	2,6	1	2	650	1	1	9999	6	10	1,1,1,1|1,1,1,1|1,1,1,1	-1	2004	22008	5	20009	-1	30
10	94	105302,105302	1	1	0	0	2	20	21	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	9	11	2	0	1	99,99	1,4	1	3	651	1	1	9999	6	11	1,1,1,1|1,1,1,1|1,1,1,1	-1	0	22009	-1	20010	-1	30
