1	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	101311	2	-1	1	1	5	-1	5	0	1	-1	-1	-1	0	0	0	-1
2	0	1	0	0	160	160	40	0	100	0	0,1	0	0	0	-1	-1	-1	15	101311	2	-1	1	1	5	-1	5	0	1	-1	-1	-1	24	24	0.1	-1
3	0	1	0	0	220	220	2	0	100	0	4,0	0	0	0	-1	-1	-1	38	101311	2	-1	1	1	5	-1	5	1	1	-1	-1	-1	36	36	0.2	-1
4	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	101212	3	-1	1	1	5	-1	5,6,5	0	1	-1	-1	-1	0	0	0	-1
5	0	1	0	0	160	160	40	0	100	0	0,1	0	0	0	-1	-1	-1	15	101222	6	-1	1	1	5	-1	5,5,5,5,5,6	0	1	-1	-1	-1	24	24	0.1	-1
6	0	1	0	0	220	220	2	0	100	0	4,0	0	0	0	-1	-1	-1	38	101232	9	-1	1	1	5	-1	5,6,5,6,5,6,5,6,5	1	1	-1	-1	-1	36	36	0.2	-1
7	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	101213	4	-1	1	1	5	-1	5,6,5,6	0	1	-1	-1	-1	0	0	0	-1
8	0	1	0	0	160	160	40	0	100	0	0,1	0	0	0	-1	-1	-1	15	101223	4	-1	1	1	5	-1	5,8,5,8	0	1	-1	-1	-1	24	24	0.1	-1
9	0	1	0	0	220	220	2	0	100	0	4,0	0	0	0	-1	-1	-1	38	101233	4	-1	1	1	5	-1	6,6,5,5	1	1	-1	-1	-1	36	36	0.2	-1
10	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	101214	3	-1	1	1	5	-1	5,6,5	0	1	-1	-1	-1	0	0	0	-1
11	0	1	0	0	160	160	40	0	100	0	0,1	0	0	0	-1	-1	-1	15	101224	5	-1	1	1	5	-1	6,5,6,5,6	0	1	-1	-1	-1	24	24	0.1	-1
12	0	1	0	0	220	220	2	0	100	0	4,0	0	0	0	-1	-1	-1	38	101234	6	-1	1	1	5	-1	21,1,21,21,21,1	1	1	-1	-1	-1	36	36	0.2	-1
13	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	100411	2	-1	1	1	5	-1	5,8	0	1	-1	-1	-1	0	0	0	-1
14	0	1	0	0	150	150	40	0	100	0	0,0	0	0	0	-1	-1	-1	15	100421	2	-1	1	1	5	-1	5,16	0	1	-1	-1	0,0|0,50	24	24	0.1	-1
15	0	1	0	0	265	265	2	0	100	0	3,0	0	0	0	-1	-1	-1	38	100431	8	-1	1	1	5	-1	9,16,16,9,16,16,9,16	1	1	-1	-1	-1	36	36	0.2	-1
16	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	100412	3	-1	1	1	5	-1	5,6,5	0	1	-1	-1	-1	0	0	0	-1
17	0	1	0	0	150	150	40	0	100	0	0,0	0	0	0	-1	-1	-1	15	100422	3	-1	1	1	5	-1	21,21,21	0	1	-1	-1	-1	24	24	0.1	-1
18	0	1	0	0	265	265	2	0	100	0	3,0	0	0	0	-1	-1	-1	38	100432	4	-1	1	1	5	-1	9,9,9,1	1	1	-1	-1	-1	36	36	0.2	-1
19	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	100413	3	-1	1	1	5	-1	5,6,6	0	1	-1	-1	-1	0	0	0	-1
20	0	1	0	0	150	150	40	0	100	0	0,0	0	0	0	-1	-1	-1	15	100423	6	-1	1	1	5	-1	21,21,21,21,1,1	0	1	-1	-1	-1	24	24	0.1	-1
21	0	1	0	0	265	265	2	0	100	0	3,0	0	0	0	-1	-1	-1	38	100433	9	-1	1	1	5	-1	9,6,6,6,9,6,9,1,1	1	1	-1	-1	-1	36	36	0.2	-1
22	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	100414	3	-1	1	1	5	-1	5,8,6	0	1	-1	-1	-1	0	0	0	-1
23	0	1	0	0	150	150	40	0	100	0	0,0	0	0	0	-1	-1	-1	15	100424	4	-1	1	1	5	-1	6,8,6,8	0	1	-1	-1	100,0|-150,0|100,0|-150,200	24	24	0.1	-1
24	0	1	0	0	265	265	2	0	100	0	3,0	0	0	0	-1	-1	-1	38	100434	6	-1	1	1	5	-1	8,8,5,8,8,5	1	1	-1	-1	0,20|0,20|0,20|0,20|0,20|0,20|0,100	36	36	0.2	-1
25	0	1	0	0	100	100	1	0	100	0	0,0	0	0	0	-1	-1	-1	14	101311	2	-1	1	1	5	-1	5	0	1	-1	-1	-1	0	0	0	-1
