1	100	7,186,1|6,51,1|6,230,10|1,-1,2000
2	300	7,186,1|6,51,1|6,230,10|1,-1,3000
3	600	7,186,1|6,51,1|6,230,10|1,-1,4000
4	1000	7,186,1|6,51,1|6,230,10|1,-1,5000
5	1500	7,186,1|6,51,1|6,230,10|1,-1,6000
6	2000	7,186,1|6,51,1|6,230,10|1,-1,7000
7	3000	7,186,1|6,51,1|6,230,10|1,-1,8000
8	4000	7,186,1|6,51,1|6,230,10|1,-1,9000
9	5000	7,186,2|6,51,1|6,230,10|1,-1,10000
10	6000	7,186,2|6,51,1|6,230,10|1,-1,11000
11	7000	7,186,2|6,51,1|6,230,10|1,-1,12000
12	8000	7,186,2|6,51,1|6,230,10|1,-1,13000
13	10000	7,186,2|6,51,1|6,230,10|1,-1,14000
14	12000	7,186,3|6,51,1|6,230,10|1,-1,15000
15	14000	7,186,3|6,51,1|6,230,10|1,-1,16000
16	16000	7,186,3|6,51,1|6,230,10|1,-1,17000
17	18000	7,186,3|6,51,1|6,230,10|1,-1,18000
18	20000	7,186,3|6,51,1|6,230,10|1,-1,19000
19	22000	7,186,4|6,29,1|6,230,10|1,-1,20000
20	24000	7,186,4|6,29,1|6,230,10|1,-1,21000
21	26000	7,186,4|6,29,1|6,230,10|1,-1,22000
22	28000	7,186,4|6,29,1|6,230,10|1,-1,23000
23	30000	7,186,4|6,29,1|6,230,10|1,-1,24000
24	32000	7,186,5|6,29,1|6,230,10|1,-1,25000
25	34000	7,186,5|6,29,1|6,230,10|1,-1,26000
26	36000	7,186,5|6,29,1|6,230,10|1,-1,27000
27	38000	7,186,5|6,29,1|6,230,10|1,-1,28000
28	40000	7,186,5|6,29,1|6,230,10|1,-1,29000
29	42000	7,186,6|6,29,1|6,230,10|1,-1,30000
30	44000	7,186,6|6,29,1|6,230,10|1,-1,31000
31	46000	7,186,6|6,29,1|6,230,10|1,-1,32000
32	48000	7,186,6|6,29,1|6,230,10|1,-1,33000
33	50000	7,186,6|6,29,1|6,230,10|1,-1,34000
34	52000	7,186,7|6,29,1|6,230,10|1,-1,35000
35	54000	7,186,7|6,29,1|6,230,10|1,-1,36000
36	56000	7,186,7|6,29,1|6,230,10|1,-1,37000
37	58000	7,186,7|6,29,1|6,230,10|1,-1,38000
38	60000	7,186,7|6,29,1|6,230,10|1,-1,39000
39	62000	7,186,8|6,29,1|6,230,10|1,-1,40000
40	64000	7,186,8|6,29,1|6,230,10|1,-1,41000
41	66000	7,186,8|6,29,1|6,230,10|1,-1,42000
42	68000	7,186,8|6,29,1|6,230,10|1,-1,43000
43	70000	7,186,8|6,29,1|6,230,10|1,-1,44000
44	72000	7,186,9|6,29,1|6,230,10|1,-1,45000
45	74000	7,186,9|6,29,1|6,230,10|1,-1,46000
46	76000	7,186,9|6,29,1|6,230,10|1,-1,47000
47	78000	7,186,9|6,29,1|6,230,10|1,-1,48000
48	80000	7,186,9|6,29,1|6,230,10|1,-1,49000
49	82000	7,186,10|6,29,1|6,230,10|1,-1,50000
50	84000	7,186,10|6,29,1|6,230,10|1,-1,50000
51	86000	7,186,10|6,29,1|6,230,10|1,-1,50000
52	88000	7,186,10|6,29,1|6,230,10|1,-1,50000
53	90000	7,186,10|6,29,1|6,230,10|1,-1,50000
54	92000	7,186,10|6,29,1|6,230,10|1,-1,50000
55	94000	7,186,10|6,29,1|6,230,10|1,-1,50000
56	96000	7,186,10|6,29,1|6,230,10|1,-1,50000
57	98000	7,186,10|6,29,1|6,230,10|1,-1,50000
58	100000	7,186,10|6,29,1|6,230,10|1,-1,50000
59	108000	7,186,10|6,29,1|6,230,10|1,-1,50000
60	116000	7,186,10|6,29,1|6,230,10|1,-1,50000
61	124000	7,186,10|6,29,1|6,230,10|1,-1,50000
62	132000	7,186,10|6,29,1|6,230,10|1,-1,50000
63	140000	7,186,10|6,29,1|6,230,10|1,-1,50000
64	148000	7,186,10|6,29,1|6,230,10|1,-1,50000
65	156000	7,186,10|6,29,1|6,230,10|1,-1,50000
66	164000	7,186,10|6,29,1|6,230,10|1,-1,50000
67	172000	7,186,10|6,29,1|6,230,10|1,-1,50000
68	180000	7,186,10|6,29,1|6,230,10|1,-1,50000
69	188000	7,186,10|6,29,1|6,230,10|1,-1,50000
70	196000	7,186,10|6,29,1|6,230,10|1,-1,50000
71	204000	7,186,10|6,29,1|6,230,10|1,-1,50000
72	212000	7,186,10|6,29,1|6,230,10|1,-1,50000
73	220000	7,186,10|6,29,1|6,230,10|1,-1,50000
74	228000	7,186,10|6,29,1|6,230,10|1,-1,50000
75	236000	7,186,10|6,29,1|6,230,10|1,-1,50000
76	244000	7,186,10|6,29,1|6,230,10|1,-1,50000
77	252000	7,186,10|6,29,1|6,230,10|1,-1,50000
78	260000	7,186,10|6,29,1|6,230,10|1,-1,50000
79	268000	7,186,10|6,29,1|6,230,10|1,-1,50000
80	276000	7,186,10|6,29,1|6,230,10|1,-1,50000
81	284000	7,186,10|6,29,1|6,230,10|1,-1,50000
82	292000	7,186,10|6,29,1|6,230,10|1,-1,50000
83	300000	7,186,10|6,29,1|6,230,10|1,-1,50000
84	308000	7,186,10|6,29,1|6,230,10|1,-1,50000
85	316000	7,186,10|6,29,1|6,230,10|1,-1,50000
86	324000	7,186,10|6,29,1|6,230,10|1,-1,50000
87	332000	7,186,10|6,29,1|6,230,10|1,-1,50000
88	340000	7,186,10|6,29,1|6,230,10|1,-1,50000
89	348000	7,186,10|6,29,1|6,230,10|1,-1,50000
90	356000	7,186,10|6,29,1|6,230,10|1,-1,50000
91	364000	7,186,10|6,29,1|6,230,10|1,-1,50000
92	372000	7,186,10|6,29,1|6,230,10|1,-1,50000
93	380000	7,186,10|6,29,1|6,230,10|1,-1,50000
94	388000	7,186,10|6,29,1|6,230,10|1,-1,50000
95	396000	7,186,10|6,29,1|6,230,10|1,-1,50000
96	404000	7,186,10|6,29,1|6,230,10|1,-1,50000
97	412000	7,186,10|6,29,1|6,230,10|1,-1,50000
98	420000	7,186,10|6,29,1|6,230,10|1,-1,50000
99	428000	7,186,10|6,29,1|6,230,10|1,-1,50000
100	436000	7,186,10|6,29,1|6,230,10|1,-1,50000
101	444000	7,186,10|6,29,1|6,230,10|1,-1,50000
102	452000	7,186,10|6,29,1|6,230,10|1,-1,50000
103	460000	7,186,10|6,29,1|6,230,10|1,-1,50000
104	468000	7,186,10|6,29,1|6,230,10|1,-1,50000
105	476000	7,186,10|6,29,1|6,230,10|1,-1,50000
106	484000	7,186,10|6,29,1|6,230,10|1,-1,50000
107	492000	7,186,10|6,29,1|6,230,10|1,-1,50000
108	500000	7,186,10|6,29,1|6,230,10|1,-1,50000
109	508000	7,186,10|6,29,1|6,230,10|1,-1,50000
110	516000	7,186,10|6,29,1|6,230,10|1,-1,50000
111	524000	7,186,10|6,29,1|6,230,10|1,-1,50000
112	532000	7,186,10|6,29,1|6,230,10|1,-1,50000
113	540000	7,186,10|6,29,1|6,230,10|1,-1,50000
114	548000	7,186,10|6,29,1|6,230,10|1,-1,50000
115	556000	7,186,10|6,29,1|6,230,10|1,-1,50000
116	564000	7,186,10|6,29,1|6,230,10|1,-1,50000
117	572000	7,186,10|6,29,1|6,230,10|1,-1,50000
118	580000	7,186,10|6,29,1|6,230,10|1,-1,50000
119	588000	7,186,10|6,29,1|6,230,10|1,-1,50000
120	596000	7,186,10|6,29,1|6,230,10|1,-1,50000
121	604000	7,186,10|6,29,1|6,230,10|1,-1,50000
122	612000	7,186,10|6,29,1|6,230,10|1,-1,50000
123	620000	7,186,10|6,29,1|6,230,10|1,-1,50000
124	628000	7,186,10|6,29,1|6,230,10|1,-1,50000
125	636000	7,186,10|6,29,1|6,230,10|1,-1,50000
126	644000	7,186,10|6,29,1|6,230,10|1,-1,50000
127	652000	7,186,10|6,29,1|6,230,10|1,-1,50000
128	660000	7,186,10|6,29,1|6,230,10|1,-1,50000
129	668000	7,186,10|6,29,1|6,230,10|1,-1,50000
130	676000	7,186,10|6,29,1|6,230,10|1,-1,50000
131	684000	7,186,10|6,29,1|6,230,10|1,-1,50000
132	692000	7,186,10|6,29,1|6,230,10|1,-1,50000
133	700000	7,186,10|6,29,1|6,230,10|1,-1,50000
134	708000	7,186,10|6,29,1|6,230,10|1,-1,50000
135	716000	7,186,10|6,29,1|6,230,10|1,-1,50000
136	724000	7,186,10|6,29,1|6,230,10|1,-1,50000
137	732000	7,186,10|6,29,1|6,230,10|1,-1,50000
138	740000	7,186,10|6,29,1|6,230,10|1,-1,50000
139	748000	7,186,10|6,29,1|6,230,10|1,-1,50000
140	756000	7,186,10|6,29,1|6,230,10|1,-1,50000
141	764000	7,186,10|6,29,1|6,230,10|1,-1,50000
142	772000	7,186,10|6,29,1|6,230,10|1,-1,50000
143	780000	7,186,10|6,29,1|6,230,10|1,-1,50000
144	788000	7,186,10|6,29,1|6,230,10|1,-1,50000
145	796000	7,186,10|6,29,1|6,230,10|1,-1,50000
146	804000	7,186,10|6,29,1|6,230,10|1,-1,50000
147	812000	7,186,10|6,29,1|6,230,10|1,-1,50000
148	820000	7,186,10|6,29,1|6,230,10|1,-1,50000
149	828000	7,186,10|6,29,1|6,230,10|1,-1,50000
150	836000	7,186,10|6,29,1|6,230,10|1,-1,50000
151	844000	7,186,10|6,29,1|6,230,10|1,-1,50000
152	852000	7,186,10|6,29,1|6,230,10|1,-1,50000
153	860000	7,186,10|6,29,1|6,230,10|1,-1,50000
154	868000	7,186,10|6,29,1|6,230,10|1,-1,50000
155	876000	7,186,10|6,29,1|6,230,10|1,-1,50000
156	884000	7,186,10|6,29,1|6,230,10|1,-1,50000
157	892000	7,186,10|6,29,1|6,230,10|1,-1,50000
158	900000	7,186,10|6,29,1|6,230,10|1,-1,50000
159	908000	7,186,10|6,29,1|6,230,10|1,-1,50000
160	916000	7,186,10|6,29,1|6,230,10|1,-1,50000
161	924000	7,186,10|6,29,1|6,230,10|1,-1,50000
162	932000	7,186,10|6,29,1|6,230,10|1,-1,50000
163	940000	7,186,10|6,29,1|6,230,10|1,-1,50000
164	948000	7,186,10|6,29,1|6,230,10|1,-1,50000
165	956000	7,186,10|6,29,1|6,230,10|1,-1,50000
166	964000	7,186,10|6,29,1|6,230,10|1,-1,50000
167	972000	7,186,10|6,29,1|6,230,10|1,-1,50000
168	980000	7,186,10|6,29,1|6,230,10|1,-1,50000
169	988000	7,186,10|6,29,1|6,230,10|1,-1,50000
170	996000	7,186,10|6,29,1|6,230,10|1,-1,50000
171	1004000	7,186,10|6,29,1|6,230,10|1,-1,50000
172	1012000	7,186,10|6,29,1|6,230,10|1,-1,50000
173	1020000	7,186,10|6,29,1|6,230,10|1,-1,50000
174	1028000	7,186,10|6,29,1|6,230,10|1,-1,50000
175	1036000	7,186,10|6,29,1|6,230,10|1,-1,50000
