1	25000	25200	1	0	0	52	-1	10	52	0	1
2	25001	25201	1	3	25	100	-1	30	52	1	1
3	25001	25202	1	3	25	500	-1	30	52	1	2
4	25001	25203	1	3	25	1200	-1	40	52	1	3
5	25002	25204	1	0	34	480	-1	45	52	1	1
6	25002	25205	1	0	34	700	-1	60	52	1	2
7	25002	25206	1	0	34	1200	-1	75	52	1	3
8	25003	25207	1	3	20	1000	-1	45	52	1	1
9	25003	25208	1	3	20	3000	-1	60	52	1	2
10	25003	25209	1	3	20	10000	-1	75	52	1	3
11	25004	25210	1	3	26	2000	-1	60	52	1	1
12	25004	25211	1	3	26	20000	-1	80	52	1	2
13	25004	25212	1	3	26	200000	-1	100	52	1	3
14	25005	25213	1	3	27	2	60	75	52	1	1
15	25005	25214	1	3	27	5	60	100	52	1	2
16	25005	25215	1	3	27	10	60	125	52	1	3
17	25006	25216	1	0	0	1	-1	30	999	1	1
18	25006	25217	1	0	0	1	-1	30	999	1	2
19	25006	25218	1	0	0	1	-1	40	999	1	3
20	25007	25219	1	3	28	100	-1	30	52	1	1
21	25007	25220	1	3	28	500	-1	30	52	1	2
22	25007	25221	1	3	28	1500	-1	40	52	1	3
23	25008	25222	1	3	29	30	-1	30	52	1	1
24	25008	25223	1	3	29	100	-1	30	52	1	2
25	25008	25224	1	3	29	300	-1	40	52	1	3
26	25009	25225	1	0	0	1	-1	30	999	1	1
27	25009	25226	1	0	0	1	-1	30	999	1	2
28	25009	25227	1	0	0	1	-1	40	999	1	3
29	25010	25228	1	0	0	1	-1	45	999	1	1
30	25010	25229	1	0	0	1	-1	60	999	1	2
31	25010	25230	1	0	0	1	-1	75	999	1	3
32	25011	25231	1	0	0	1	-1	30	999	1	1
33	25011	25232	1	0	0	1	-1	30	999	1	2
34	25011	25233	1	0	0	1	-1	40	999	1	3
35	25012	25234	1	0	0	1	-1	50	999	1	1
36	25013	25235	2	0	13	100000	-1	45	52	1	1
37	25013	25236	2	0	13	200000	-1	60	52	1	2
38	25013	25237	2	0	13	400000	-1	75	52	1	3
39	25014	25238	2	3	30	600	-1	30	52	1	1
40	25014	25239	2	3	30	5000	-1	40	52	1	2
41	25014	25240	2	3	30	15000	-1	50	52	1	3
42	25015	25241	2	3	31	12	-1	30	52	1	1
43	25015	25242	2	3	31	60	-1	40	52	1	2
44	25015	25243	2	3	31	100	-1	50	52	1	3
45	25016	25244	2	3	32	20	1	45	52	1	1
46	25016	25245	2	3	32	100	1	60	52	1	2
47	25016	25246	2	3	32	500	1	75	52	1	3
48	25017	25247	2	0	27	7	2	30	52	1	1
49	25017	25248	2	0	27	7	5	30	52	1	2
50	25017	25249	2	0	27	7	10	40	52	1	3
51	25018	25250	2	0	36	6	20	30	52	1	1
52	25018	25251	2	0	36	18	20	30	52	1	2
53	25018	25252	2	0	36	30	20	40	52	1	3
54	25019	25253	2	3	33	10	3	45	52	1	1
55	25019	25254	2	3	33	50	3	60	52	1	2
56	25019	25255	2	3	33	150	3	75	52	1	3
57	25020	25256	2	0	0	1	-1	30	999	1	1
58	25020	25257	2	0	0	1	-1	30	999	1	2
59	25020	25258	2	0	0	1	-1	40	999	1	3
60	25021	25259	2	0	0	1	-1	30	999	1	1
61	25021	25260	2	0	0	1	-1	40	999	1	2
62	25021	25261	2	0	0	1	-1	50	999	1	3
63	25022	25262	2	0	0	1	-1	30	999	1	1
64	25022	25263	2	0	0	1	-1	40	999	1	2
65	25022	25264	2	0	0	1	-1	50	999	1	3
66	25023	25265	2	0	0	1	-1	30	999	1	1
67	25024	25266	2	0	0	1	-1	40	999	1	1
68	25025	25267	2	0	0	1	-1	50	999	1	1
69	25026	25268	2	0	0	1	-1	45	999	1	1
70	25027	25269	2	0	0	1	-1	30	999	1	1
71	25028	25270	2	0	0	1	-1	100	999	1	1
72	25029	25271	2	0	0	1	-1	60	999	1	1
73	25030	25272	2	0	0	1	-1	75	999	1	1
74	25031	25273	2	0	0	1	-1	60	999	1	1
75	25031	25274	2	0	0	1	-1	75	999	1	2
76	25032	25275	2	0	0	1	-1	100	999	1	1
77	25033	25276	3	3	34	5000000	-1	60	52	1	1
78	25033	25277	3	3	34	15000000	-1	80	52	1	2
79	25033	25278	3	3	34	500000000	-1	100	52	1	3
80	25034	25279	3	3	35	10	-1	30	52	1	1
81	25034	25280	3	3	35	50	-1	30	52	1	2
82	25034	25281	3	3	35	150	-1	40	52	1	3
83	25035	25282	3	3	36	12	-1	30	52	1	1
84	25035	25283	3	3	36	100	-1	40	52	1	2
85	25035	25284	3	3	36	300	-1	50	52	1	3
86	25036	25285	3	3	37	3	-1	45	52	1	1
87	25036	25286	3	3	37	15	-1	60	52	1	2
88	25036	25287	3	3	37	60	-1	75	52	1	3
89	25037	25288	3	3	12	3	-1	30	52	1	1
90	25037	25289	3	3	12	30	-1	40	52	1	2
91	25037	25290	3	3	12	60	-1	50	52	1	3
92	25038	25291	3	3	38	5	5	60	52	1	1
93	25038	25292	3	3	38	20	5	80	52	1	2
94	25038	25293	3	3	38	60	5	100	52	1	3
95	25039	25294	3	3	39	5	0	30	52	1	1
96	25039	25295	3	3	39	20	0	30	52	1	2
97	25039	25296	3	3	39	60	0	40	52	1	3
98	25040	25297	3	3	40	150	-1	60	52	1	1
99	25040	25298	3	3	40	1000	-1	80	52	1	2
100	25040	25299	3	3	40	5000	-1	100	52	1	3
101	25041	25300	3	3	41	3	30	45	52	1	1
102	25041	25301	3	3	41	10	30	60	52	1	2
103	25041	25302	3	3	41	30	30	75	52	1	3
104	25042	25303	3	3	42	10	-1	30	52	1	1
105	25042	25304	3	3	42	50	-1	30	52	1	2
106	25042	25305	3	3	42	150	-1	40	52	1	3
107	25043	25306	3	3	43	1	8	20	52	0	1
108	25044	25307	3	0	0	1	-1	30	999	1	1
109	25045	25308	3	0	0	1	-1	30	999	1	1
110	25045	25309	3	0	0	1	-1	40	999	1	2
111	25045	25310	3	0	0	1	-1	50	999	1	3
112	25046	25311	3	0	0	1	-1	30	999	1	1
113	25046	25312	3	0	0	1	-1	30	999	1	2
114	25046	25313	3	0	0	1	-1	40	999	1	3
115	25047	25314	3	0	0	1	-1	30	999	1	1
116	25047	25315	3	0	0	1	-1	30	999	1	2
117	25047	25316	3	0	0	1	-1	40	999	1	3
118	25048	25317	3	0	0	1	-1	75	999	1	1
