1	1	500	750	1000	1250	1500	2500
2	2	550	825	1100	1375	1650	2750
3	3	600	900	1200	1500	1800	3000
4	4	650	975	1300	1625	1950	3250
5	5	700	1050	1400	1750	2100	3500
6	6	750	1125	1500	1875	2250	3750
7	7	800	1200	1600	2000	2400	4000
8	8	850	1275	1700	2125	2550	4250
9	9	900	1350	1800	2250	2700	4500
10	10	950	1425	1900	2375	2850	4750
11	11	1000	1500	2000	2500	3000	5000
12	12	1050	1575	2100	2625	3150	5250
13	13	1100	1650	2200	2750	3300	5500
14	14	1150	1725	2300	2875	3450	5750
15	15	1200	1800	2400	3000	3600	6000
16	16	1250	1875	2500	3125	3750	6250
17	17	1300	1950	2600	3250	3900	6500
18	18	1350	2025	2700	3375	4050	6750
19	19	1400	2100	2800	3500	4200	7000
20	20	1450	2175	2900	3625	4350	7250
21	21	1500	2250	3000	3750	4500	7500
22	22	1550	2325	3100	3875	4650	7750
23	23	1600	2400	3200	4000	4800	8000
24	24	1650	2475	3300	4125	4950	8250
25	25	1700	2550	3400	4250	5100	8500
26	26	1750	2625	3500	4375	5250	8750
27	27	1800	2700	3600	4500	5400	9000
28	28	1850	2775	3700	4625	5550	9250
29	29	1900	2850	3800	4750	5700	9500
30	30	1950	2925	3900	4875	5850	9750
31	31	2000	3000	4000	5000	6000	10000
32	32	5000	7500	10000	12500	15000	25000
33	33	5200	7800	10400	13000	15600	26000
34	34	5400	8100	10800	13500	16200	27000
35	35	5600	8400	11200	14000	16800	28000
36	36	5800	8700	11600	14500	17400	29000
37	37	6000	9000	12000	15000	18000	30000
38	38	6200	9300	12400	15500	18600	31000
39	39	6400	9600	12800	16000	19200	32000
40	40	6600	9900	13200	16500	19800	33000
41	41	6800	10200	13600	17000	20400	34000
42	42	7000	10500	14000	17500	21000	35000
43	43	7600	11400	15200	19000	22800	38000
44	44	8300	12450	16600	20750	24900	41500
45	45	8900	13350	17800	22250	26700	44500
46	46	9600	14400	19200	24000	28800	48000
47	47	10000	15000	20000	25000	30000	50000
48	48	11000	16500	22000	27500	33000	55000
49	49	12000	18000	24000	30000	36000	60000
50	50	12000	18000	24000	30000	36000	60000
51	51	13000	19500	26000	32500	39000	65000
52	52	14000	21000	28000	35000	42000	70000
53	53	15000	22500	30000	37500	45000	75000
54	54	16000	24000	32000	40000	48000	80000
55	55	18000	27000	36000	45000	54000	90000
56	56	19000	28500	38000	47500	57000	95000
57	57	20000	30000	40000	50000	60000	100000
58	58	22000	33000	44000	55000	66000	110000
59	59	24000	36000	48000	60000	72000	120000
60	60	26000	39000	52000	65000	78000	130000
61	61	28000	42000	56000	70000	84000	140000
62	62	30000	45000	60000	75000	90000	150000
63	63	32000	48000	64000	80000	96000	160000
64	64	34000	51000	68000	85000	102000	170000
65	65	37000	55500	74000	92500	111000	185000
66	66	39000	58500	78000	97500	117000	195000
67	67	41000	61500	82000	102500	123000	205000
68	68	43000	64500	86000	107500	129000	215000
69	69	48000	72000	96000	120000	144000	240000
70	70	52000	78000	104000	130000	156000	260000
71	71	57000	85500	114000	142500	171000	285000
72	72	62000	93000	124000	155000	186000	310000
73	73	67000	100500	134000	167500	201000	335000
74	74	73000	109500	146000	182500	219000	365000
75	75	110000	165000	220000	275000	330000	550000
76	76	120000	180000	240000	300000	360000	600000
77	77	130000	195000	260000	325000	390000	650000
78	78	140000	210000	280000	350000	420000	700000
79	79	150000	225000	300000	375000	450000	750000
80	80	150000	225000	300000	375000	450000	750000
81	81	160000	240000	320000	400000	480000	800000
82	82	170000	255000	340000	425000	510000	850000
83	83	180000	270000	360000	450000	540000	900000
84	84	190000	285000	380000	475000	570000	950000
85	85	190000	285000	380000	475000	570000	950000
86	86	200000	300000	400000	500000	600000	1000000
87	87	210000	315000	420000	525000	630000	1050000
88	88	220000	330000	440000	550000	660000	1100000
89	89	230000	345000	460000	575000	690000	1150000
90	90	230000	345000	460000	575000	690000	1150000
91	91	240000	360000	480000	600000	720000	1200000
92	92	250000	375000	500000	625000	750000	1250000
93	93	260000	390000	520000	650000	780000	1300000
94	94	270000	405000	540000	675000	810000	1350000
95	95	270000	405000	540000	675000	810000	1350000
96	96	280000	420000	560000	700000	840000	1400000
97	97	280000	420000	560000	700000	840000	1400000
98	98	290000	435000	580000	725000	870000	1450000
99	99	290000	435000	580000	725000	870000	1450000
100	100	320000	480000	640000	800000	960000	1600000
