1	1	0	32	5	0	1	0	9999	1	1000	1500	1,999
2	2	0	34	5	0	1	0	9999	1	1000	1500	1,999
3	3	0	43	5	0	1	0	9999	1	1000	900	1,999
4	4	0	56	5	0	1	0	9999	1	1000	900	1,999
5	5	0	47	5	0	1	0	9999	1	1000	900	1,999
6	6	0	228	5	0	1	0	9999	1	1000	200	1,999
7	7	0	41	5	0	1	0	9999	1	1000	2000	1,999
8	8	0	243	5	0	1	0	9999	1	1000	250	1,999
9	9	0	68	20	0	1	0	9999	1	1000	400	1,999
10	10	0	69	30	0	1	0	9999	1	1000	300	20,29
11	10	0	70	30	0	1	0	9999	1	1000	300	20,29
12	10	0	71	30	0	1	0	9999	1	1000	300	20,29
13	10	0	72	30	0	1	0	9999	1	1000	360	20,39
14	10	0	73	30	0	1	0	9999	1	1000	360	20,39
15	10	0	74	30	0	1	0	9999	1	1000	360	20,39
16	10	0	75	30	0	1	0	9999	1	1000	360	20,49
17	10	0	76	30	0	1	0	9999	1	1000	360	20,49
18	10	0	77	30	0	1	0	9999	1	1000	360	20,49
19	10	0	78	30	0	1	0	9999	1	1000	430	30,59
20	10	0	79	30	0	1	0	9999	1	1000	430	30,59
21	10	0	80	30	0	1	0	9999	1	1000	430	30,59
22	10	0	81	30	0	1	0	9999	1	1000	500	40,69
23	10	0	82	30	0	1	0	9999	1	1000	500	40,69
24	10	0	83	30	0	1	0	9999	1	1000	500	40,69
25	10	0	84	30	0	1	0	9999	1	1000	570	50,79
26	10	0	85	30	0	1	0	9999	1	1000	570	50,79
27	10	0	86	30	0	1	0	9999	1	1000	570	50,79
28	10	0	87	30	0	1	0	9999	1	1000	650	60,85
29	10	0	88	30	0	1	0	9999	1	1000	650	60,85
30	10	0	89	30	0	1	0	9999	1	1000	650	60,85
31	10	0	90	30	0	1	0	9999	1	1000	720	70,99
32	10	0	91	30	0	1	0	9999	1	1000	720	70,99
33	10	0	92	30	0	1	0	9999	1	1000	720	70,99
34	10	0	93	30	0	1	0	9999	1	1000	790	80,99
35	10	0	94	30	0	1	0	9999	1	1000	790	80,99
36	10	0	95	30	0	1	0	9999	1	1000	790	80,99
37	10	0	96	30	0	1	0	9999	1	1000	860	86,99
38	10	0	97	30	0	1	0	9999	1	1000	860	86,99
39	10	0	98	30	0	1	0	9999	1	1000	860	86,99
40	10	0	99	30	0	1	0	9999	1	1000	930	95,99
41	10	0	100	30	0	1	0	9999	1	1000	930	95,99
42	10	0	101	30	0	1	0	9999	1	1000	930	95,99
43	10	0	102	30	0	1	0	9999	1	1000	1000	100,999
44	10	0	103	30	0	1	0	9999	1	1000	1000	100,999
45	10	0	104	30	0	1	0	9999	1	1000	1000	100,999
46	11	0	69	30	0	1	0	9999	1	1000	300	20,29
47	11	0	70	30	0	1	0	9999	1	1000	300	20,29
48	11	0	71	30	0	1	0	9999	1	1000	300	20,29
49	11	0	72	30	0	1	0	9999	1	1000	360	20,39
50	11	0	73	30	0	1	0	9999	1	1000	360	20,39
51	11	0	74	30	0	1	0	9999	1	1000	360	20,39
52	11	0	75	30	0	1	0	9999	1	1000	360	20,49
53	11	0	76	30	0	1	0	9999	1	1000	360	20,49
54	11	0	77	30	0	1	0	9999	1	1000	360	20,49
55	11	0	78	30	0	1	0	9999	1	1000	430	30,59
56	11	0	79	30	0	1	0	9999	1	1000	430	30,59
57	11	0	80	30	0	1	0	9999	1	1000	430	30,59
58	11	0	81	30	0	1	0	9999	1	1000	500	40,69
59	11	0	82	30	0	1	0	9999	1	1000	500	40,69
60	11	0	83	30	0	1	0	9999	1	1000	500	40,69
61	11	0	84	30	0	1	0	9999	1	1000	570	50,79
62	11	0	85	30	0	1	0	9999	1	1000	570	50,79
63	11	0	86	30	0	1	0	9999	1	1000	570	50,79
64	11	0	87	30	0	1	0	9999	1	1000	650	60,85
65	11	0	88	30	0	1	0	9999	1	1000	650	60,85
66	11	0	89	30	0	1	0	9999	1	1000	650	60,85
67	11	0	90	30	0	1	0	9999	1	1000	720	70,99
