1	1	15	50	50	50	50	50
2	2	20	100	100	100	100	100
3	3	30	150	150	150	150	150
4	4	35	200	200	200	200	200
5	5	40	250	250	250	250	250
6	6	45	300	300	300	300	300
7	7	50	350	350	350	350	350
8	8	60	400	400	400	400	400
9	9	65	450	450	450	450	450
10	10	70	500	500	500	500	500
11	11	80	550	550	550	550	550
12	12	85	600	600	600	600	600
13	13	90	650	650	650	650	650
14	14	95	700	700	700	700	700
15	15	105	750	750	750	750	750
16	16	110	800	800	800	800	800
17	17	115	850	850	850	850	850
18	18	120	900	900	900	900	900
19	19	125	950	950	950	950	950
20	20	130	1000	1000	1000	1000	1000
21	21	135	1050	1050	1050	1050	1050
22	22	140	1100	1100	1100	1100	1100
23	23	145	1150	1150	1150	1150	1150
24	24	150	1200	1200	1200	1200	1200
25	25	155	1250	1250	1250	1250	1250
26	26	160	1300	1300	1300	1300	1300
27	27	170	1350	1350	1350	1350	1350
28	28	180	1400	1400	1400	1400	1400
29	29	190	1450	1450	1450	1450	1450
30	30	200	1500	1500	1500	1500	1500
31	31	220	1550	1550	1550	1550	1550
32	32	240	1600	1600	1600	1600	1600
33	33	260	1650	1650	1650	1650	1650
34	34	280	1700	1700	1700	1700	1700
35	35	300	1750	1750	1750	1750	1750
36	36	320	1800	1800	1800	1800	1800
37	37	340	1850	1850	1850	1850	1850
38	38	360	1900	1900	1900	1900	1900
39	39	380	1950	1950	1950	1950	1950
40	40	400	2000	2000	2000	2000	2000
41	41	420	2050	2050	2050	2050	2050
42	42	440	2100	2100	2100	2100	2100
43	43	480	2150	2150	2150	2150	2150
44	44	520	2200	2200	2200	2200	2200
45	45	560	2250	2250	2250	2250	2250
46	46	600	2300	2300	2300	2300	2300
47	47	640	2350	2350	2350	2350	2350
48	48	680	2400	2400	2400	2400	2400
49	49	720	2450	2450	2450	2450	2450
50	50	760	2500	2500	2500	2500	2500
51	51	800	2550	2550	2550	2550	2550
52	52	840	2600	2600	2600	2600	2600
53	53	880	2650	2650	2650	2650	2650
54	54	920	2700	2700	2700	2700	2700
55	55	960	2750	2750	2750	2750	2750
56	56	1020	2800	2800	2800	2800	2800
57	57	1080	2850	2850	2850	2850	2850
58	58	1160	2900	2900	2900	2900	2900
59	59	1240	2950	2950	2950	2950	2950
60	60	1320	3000	3000	3000	3000	3000
61	61	1380	3050	3050	3050	3050	3050
62	62	1480	3100	3100	3100	3100	3100
63	63	1560	3150	3150	3150	3150	3150
64	64	1640	3200	3200	3200	3200	3200
65	65	1720	3250	3250	3250	3250	3250
66	66	1800	3300	3300	3300	3300	3300
67	67	1920	3350	3350	3350	3350	3350
68	68	2040	3400	3400	3400	3400	3400
69	69	2160	3450	3450	3450	3450	3450
70	70	2280	3500	3500	3500	3500	3500
71	71	2400	3550	3550	3550	3550	3550
72	72	2520	3600	3600	3600	3600	3600
73	73	2640	3650	3650	3650	3650	3650
74	74	2760	3700	3700	3700	3700	3700
75	75	2880	3750	3750	3750	3750	3750
76	76	3000	3800	3800	3800	3800	3800
77	77	3200	3850	3850	3850	3850	3850
78	78	3400	3900	3900	3900	3900	3900
79	79	3600	3950	3950	3950	3950	3950
80	80	3800	4000	4000	4000	4000	4000
81	81	4000	4050	4050	4050	4050	4050
82	82	4200	4100	4100	4100	4100	4100
83	83	4400	4150	4150	4150	4150	4150
84	84	4600	4200	4200	4200	4200	4200
85	85	4800	4250	4250	4250	4250	4250
86	86	5000	4300	4300	4300	4300	4300
87	87	5200	4350	4350	4350	4350	4350
88	88	5400	4400	4400	4400	4400	4400
89	89	5600	4450	4450	4450	4450	4450
90	90	5800	4500	4500	4500	4500	4500
91	91	6000	4550	4550	4550	4550	4550
92	92	6200	4600	4600	4600	4600	4600
93	93	6400	4650	4650	4650	4650	4650
94	94	6600	4700	4700	4700	4700	4700
95	95	6800	4750	4750	4750	4750	4750
96	96	7000	4800	4800	4800	4800	4800
97	97	7200	4850	4850	4850	4850	4850
98	98	7400	4900	4900	4900	4900	4900
99	99	7600	4950	4950	4950	4950	4950
100	100	7800	5000	5000	5000	5000	5000
101	101	8000	5050	5050	5050	5050	5050
102	102	8200	5100	5100	5100	5100	5100
103	103	8400	5150	5150	5150	5150	5150
104	104	8600	5200	5200	5200	5200	5200
105	105	8800	5250	5250	5250	5250	5250
