1	1	20	1
2	2	20	1
3	3	20	1
4	4	20	1
5	5	20	1
6	6	30	1
7	7	30	1
8	8	30	1
9	9	30	1
10	10	30	1
11	11	40	1
12	12	40	1
13	13	40	1
14	14	40	1
15	15	40	1
16	16	50	1
17	17	50	1
18	18	50	1
19	19	50	1
20	20	50	1
21	1	30	2
22	2	30	2
23	3	30	2
24	4	30	2
25	5	30	2
26	6	40	2
27	7	40	2
28	8	40	2
29	9	40	2
30	10	40	2
31	11	50	2
32	12	50	2
33	13	50	2
34	14	50	2
35	15	50	2
36	16	60	2
37	17	60	2
38	18	60	2
39	19	60	2
40	20	60	2
41	21	70	2
42	22	70	2
43	23	70	2
44	24	70	2
45	25	70	2
46	26	80	2
47	27	80	2
48	28	80	2
49	29	80	2
50	30	80	2
51	31	90	2
52	32	90	2
53	33	90	2
54	34	90	2
55	35	90	2
56	36	100	2
57	37	100	2
58	38	100	2
59	39	100	2
60	40	100	2
61	1	40	3
62	2	40	3
63	3	40	3
64	4	40	3
65	5	40	3
66	6	50	3
67	7	50	3
68	8	50	3
69	9	50	3
70	10	50	3
71	11	60	3
72	12	60	3
73	13	60	3
74	14	60	3
75	15	60	3
76	16	70	3
77	17	70	3
78	18	70	3
79	19	70	3
80	20	70	3
81	21	80	3
82	22	80	3
83	23	80	3
84	24	80	3
85	25	80	3
86	26	90	3
87	27	90	3
88	28	90	3
89	29	90	3
90	30	90	3
91	31	100	3
92	32	100	3
93	33	100	3
94	34	100	3
95	35	100	3
96	36	110	3
97	37	110	3
98	38	110	3
99	39	110	3
100	40	110	3
101	41	120	3
102	42	120	3
103	43	120	3
104	44	120	3
105	45	120	3
106	46	130	3
107	47	130	3
108	48	130	3
109	49	130	3
110	50	130	3
111	51	140	3
112	52	140	3
113	53	140	3
114	54	140	3
115	55	140	3
116	56	150	3
117	57	150	3
118	58	150	3
119	59	150	3
120	60	150	3
121	1	50	4
122	2	50	4
123	3	50	4
124	4	50	4
125	5	50	4
126	6	60	4
127	7	60	4
128	8	60	4
129	9	60	4
130	10	60	4
131	11	70	4
132	12	70	4
133	13	70	4
134	14	70	4
135	15	70	4
136	16	80	4
137	17	80	4
138	18	80	4
139	19	80	4
140	20	80	4
141	21	90	4
142	22	90	4
143	23	90	4
144	24	90	4
145	25	90	4
146	26	100	4
147	27	100	4
148	28	100	4
149	29	100	4
150	30	100	4
151	31	110	4
152	32	110	4
153	33	110	4
154	34	110	4
155	35	110	4
156	36	120	4
157	37	120	4
158	38	120	4
159	39	120	4
160	40	120	4
161	41	130	4
162	42	130	4
163	43	130	4
164	44	130	4
165	45	130	4
166	46	140	4
167	47	140	4
168	48	140	4
169	49	140	4
170	50	140	4
171	51	150	4
172	52	150	4
173	53	150	4
174	54	150	4
175	55	150	4
176	56	160	4
177	57	160	4
178	58	160	4
179	59	160	4
180	60	160	4
181	61	170	4
182	62	170	4
183	63	170	4
184	64	170	4
185	65	170	4
186	66	180	4
187	67	180	4
188	68	180	4
189	69	180	4
190	70	180	4
191	71	190	4
192	72	190	4
193	73	190	4
194	74	190	4
195	75	190	4
196	76	200	4
197	77	200	4
198	78	200	4
199	79	200	4
200	80	200	4
201	1	60	5
202	2	60	5
203	3	60	5
204	4	60	5
205	5	60	5
206	6	70	5
207	7	70	5
208	8	70	5
209	9	70	5
210	10	70	5
211	11	80	5
212	12	80	5
213	13	80	5
214	14	80	5
215	15	80	5
216	16	90	5
217	17	90	5
218	18	90	5
219	19	90	5
220	20	90	5
221	21	100	5
222	22	100	5
223	23	100	5
224	24	100	5
225	25	100	5
226	26	110	5
227	27	110	5
228	28	110	5
229	29	110	5
230	30	110	5
231	31	120	5
232	32	120	5
233	33	120	5
234	34	120	5
235	35	120	5
236	36	130	5
237	37	130	5
238	38	130	5
239	39	130	5
240	40	130	5
241	41	140	5
242	42	140	5
243	43	140	5
244	44	140	5
245	45	140	5
246	46	150	5
247	47	150	5
248	48	150	5
249	49	150	5
250	50	150	5
251	51	160	5
252	52	160	5
253	53	160	5
254	54	160	5
255	55	160	5
256	56	170	5
257	57	170	5
258	58	170	5
259	59	170	5
260	60	170	5
261	61	180	5
262	62	180	5
263	63	180	5
264	64	180	5
265	65	180	5
266	66	190	5
267	67	190	5
268	68	190	5
269	69	190	5
270	70	190	5
271	71	200	5
272	72	200	5
273	73	200	5
274	74	200	5
275	75	200	5
276	76	210	5
277	77	210	5
278	78	210	5
279	79	210	5
280	80	210	5
281	81	220	5
282	82	220	5
283	83	220	5
284	84	220	5
285	85	220	5
286	86	230	5
287	87	230	5
288	88	230	5
289	89	230	5
290	90	230	5
291	91	240	5
292	92	240	5
293	93	240	5
294	94	240	5
295	95	240	5
296	96	250	5
297	97	250	5
298	98	250	5
299	99	250	5
300	100	250	5
301	1	130	6
302	2	130	6
303	3	130	6
304	4	130	6
305	5	130	6
306	6	140	6
307	7	140	6
308	8	140	6
309	9	140	6
310	10	140	6
311	11	150	6
312	12	150	6
313	13	150	6
314	14	150	6
315	15	150	6
316	16	160	6
317	17	160	6
318	18	160	6
319	19	160	6
320	20	160	6
321	21	170	6
322	22	170	6
323	23	170	6
324	24	170	6
325	25	170	6
326	26	180	6
327	27	180	6
328	28	180	6
329	29	180	6
330	30	180	6
331	31	190	6
332	32	190	6
333	33	190	6
334	34	190	6
335	35	190	6
336	36	200	6
337	37	200	6
338	38	200	6
339	39	200	6
340	40	200	6
341	41	210	6
342	42	210	6
343	43	210	6
344	44	210	6
345	45	210	6
346	46	220	6
347	47	220	6
348	48	220	6
349	49	220	6
350	50	220	6
351	51	230	6
352	52	230	6
353	53	230	6
354	54	230	6
355	55	230	6
356	56	240	6
357	57	240	6
358	58	240	6
359	59	240	6
360	60	240	6
361	61	250	6
362	62	250	6
363	63	250	6
364	64	250	6
365	65	250	6
366	66	260	6
367	67	260	6
368	68	260	6
369	69	260	6
370	70	260	6
371	71	270	6
372	72	270	6
373	73	270	6
374	74	270	6
375	75	270	6
376	76	280	6
377	77	280	6
378	78	280	6
379	79	280	6
380	80	280	6
381	81	290	6
382	82	290	6
383	83	290	6
384	84	290	6
385	85	290	6
386	86	300	6
387	87	300	6
388	88	300	6
389	89	300	6
390	90	300	6
391	91	310	6
392	92	310	6
393	93	310	6
394	94	310	6
395	95	310	6
396	96	320	6
397	97	320	6
398	98	320	6
399	99	320	6
400	100	320	6
401	101	330	6
402	102	330	6
403	103	330	6
404	104	330	6
405	105	330	6
406	106	340	6
407	107	340	6
408	108	340	6
409	109	340	6
410	110	340	6
411	111	350	6
412	112	350	6
413	113	350	6
414	114	350	6
415	115	350	6
416	116	360	6
417	117	360	6
418	118	360	6
419	119	360	6
420	120	360	6
