1	101	0	0	0	0	0	1	-1	0	100	0	0	0	0
2	102	0	0	0	0	0	1	-1	0	100	0	0	0	0
3	103	0	0	0	0	0	1	-1	0	100	0	0	0	0
4	104	0	0	0	0	0	1	-1	0	100	0	0	0	0
5	105	0	0	0	0	0	1	-1	0	100	0	0	0	0
6	106	0	0	0	0	0	1	-1	0	100	0	0	0	0
7	107	0	0	0	0	0	1	-1	0	100	0	0	0	0
8	108	0	0	0	0	0	1	-1	0	100	0	0	0	0
9	6	0	0	0	0	0	1	100	1	20	0	0	0	0
10	7	0	0	0	0	0	1	100	1	40	0	0	0	0
11	8	0	0	0	0	0	1	100	1	100	0	0	0	0
12	9	0	0	0	0	0	1	100	1	200	0	0	0	0
13	5	0	0	0	0	0	1	200	1	50	0	0	0	0
14	109	0	1	0	0	20	1	-1	0	310	0	0	0	0
15	110	0	1	0	0	20	1	-1	0	310	0	0	0	0
16	111	0	1	0	0	20	1	-1	0	310	0	0	0	0
17	112	0	1	0	0	20	1	-1	0	310	0	0	0	0
18	113	0	1	0	0	20	1	-1	0	310	0	0	0	0
19	114	0	1	0	0	20	1	-1	0	310	0	0	0	0
20	115	0	1	0	0	20	1	-1	0	310	0	0	0	0
21	116	0	1	0	0	20	1	-1	0	310	0	0	0	0
22	117	0	1	0	0	20	1	-1	0	310	0	0	0	0
23	118	0	1	0	0	20	1	-1	0	310	0	0	0	0
24	119	0	1	0	0	20	1	-1	0	310	0	0	0	0
25	120	0	1	0	0	20	1	-1	0	310	0	0	0	0
26	121	0	2	0	0	40	1	-1	0	1000	0	0	0	0
27	122	0	2	0	0	40	1	-1	0	1000	0	0	0	0
28	123	0	2	0	0	40	1	-1	0	1000	0	0	0	0
29	124	0	2	0	0	40	1	-1	0	1000	0	0	0	0
30	125	0	2	0	0	40	1	-1	0	1000	0	0	0	0
31	126	0	2	0	0	40	1	-1	0	1000	0	0	0	0
32	127	0	2	0	0	40	1	-1	0	1000	0	0	0	0
33	128	0	2	0	0	40	1	-1	0	1000	0	0	0	0
34	129	0	2	0	0	40	1	-1	0	1000	0	0	0	0
35	130	0	2	0	0	40	1	-1	0	1000	0	0	0	0
36	131	0	2	0	0	40	1	-1	0	1000	0	0	0	0
37	132	0	2	0	0	40	1	-1	0	1000	0	0	0	0
38	-1	-1	3	100000	0	5	1	1	0	100	0	0	0	0
39	14	2	3	0	0	10	1	1	0	1000	0	0	0	0
40	-1	-1	3	0	500	15	1	1	0	500	0	0	0	0
41	-1	-1	3	150000	0	20	1	1	0	150	0	0	0	0
42	7	0	3	0	0	25	50	1	0	200	0	0	0	0
43	-1	-1	3	0	500	30	1	1	0	500	0	0	0	0
44	-1	-1	3	200000	0	35	1	1	0	200	0	0	0	0
45	8	0	3	0	0	40	50	1	0	500	0	0	0	0
46	5	0	3	0	0	45	100	1	0	500	0	0	0	0
47	9	0	3	0	0	50	50	1	0	1000	0	0	0	0
48	5	0	3	0	0	55	200	1	0	1000	0	0	0	0
49	34	2	3	0	0	60	1	1	0	4000	0	0	0	0
50	-1	-1	3	500000	0	65	1	1	0	500	0	0	0	0
51	-1	-1	3	0	500	70	1	1	0	500	0	0	0	0
52	9	0	3	0	0	75	80	1	0	1600	0	0	0	0
53	5	0	3	0	0	80	300	1	0	1500	0	0	0	0
54	-1	-1	3	1000000	0	85	1	1	0	1000	0	0	0	0
55	-1	-1	3	0	500	90	1	1	0	500	0	0	0	0
56	9	0	3	0	0	95	100	1	0	2000	0	0	0	0
57	5	0	3	0	0	100	500	1	0	2500	0	0	0	0
58	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
59	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
60	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
61	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
62	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
63	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
64	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
65	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
66	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
67	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
68	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
69	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
70	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
71	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
72	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
73	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
74	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
75	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
76	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
77	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
78	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
79	-1	-1	3	0	100	9999	1	-1	0	999999	0	0	0	0
