1	-1	1001	1	3	4	49	1,5	2,5	1,5	0,50	1,5	2,10	1,10	3,10	1,10	3,10	1,15	2,15	1,15	0,150	1,15	2,20	1,20	3,20	1,20	3,20	1,25	2,25	1,25	0,250	1,25	2,30	1,30	3,30	1,30	3,30	1,35	2,35	1,35	0,350	1,35	2,40	1,40	3,40	1,40	3,40	1,45	2,45	1,45	0,450	1,45	2,50	1,50	3,50	1,50	3,50
2	-1	1002	2	3	2	57	1,5	2,5	1,5	0,50	1,5	2,10	1,10	3,10	1,10	3,10	1,15	2,15	1,15	0,150	1,15	2,20	1,20	3,20	1,20	3,20	1,25	2,25	1,25	0,250	1,25	2,30	1,30	3,30	1,30	3,30	1,35	2,35	1,35	0,350	1,35	2,40	1,40	3,40	1,40	3,40	1,45	2,45	1,45	0,450	1,45	2,50	1,50	3,50	1,50	3,50
3	-1	1003	3	3	1	65	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
4	-1	1004	4	3	2	73	1,5	2,5	1,5	0,50	1,5	2,10	1,10	3,10	1,10	3,10	1,15	2,15	1,15	0,150	1,15	2,20	1,20	3,20	1,20	3,20	1,25	2,25	1,25	0,250	1,25	2,30	1,30	3,30	1,30	3,30	1,35	2,35	1,35	0,350	1,35	2,40	1,40	3,40	1,40	3,40	1,45	2,45	1,45	0,450	1,45	2,50	1,50	3,50	1,50	3,50
5	-1	1005	5	3	3	81	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
6	-1	1006	6	3	2	89	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
7	-1	1007	7	3	3	97	1,5	2,5	1,5	0,50	1,5	2,10	1,10	3,10	1,10	3,10	1,15	2,15	1,15	0,150	1,15	2,20	1,20	3,20	1,20	3,20	1,25	2,25	1,25	0,250	1,25	2,30	1,30	3,30	1,30	3,30	1,35	2,35	1,35	0,350	1,35	2,40	1,40	3,40	1,40	3,40	1,45	2,45	1,45	0,450	1,45	2,50	1,50	3,50	1,50	3,50
8	-1	1008	8	3	4	105	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
9	-1	1009	9	3	1	113	1,5	2,5	0,50	1,5	3,5	0,100	2,10	1,10	3,10	0,100	1,15	2,15	0,150	1,15	3,15	0,200	2,20	1,20	3,20	0,200	1,25	2,25	0,250	1,25	3,25	0,300	2,30	1,30	3,30	0,300	1,35	2,35	0,350	1,35	3,35	0,400	2,40	1,40	3,40	0,400	1,45	2,45	0,450	1,45	3,45	0,500	2,50	1,50	3,50	0,500
10	-1	1010	10	3	2	121	1,5	2,5	0,50	1,5	3,5	0,100	2,10	1,10	3,10	0,100	1,15	2,15	0,150	1,15	3,15	0,200	2,20	1,20	3,20	0,200	1,25	2,25	0,250	1,25	3,25	0,300	2,30	1,30	3,30	0,300	1,35	2,35	0,350	1,35	3,35	0,400	2,40	1,40	3,40	0,400	1,45	2,45	0,450	1,45	3,45	0,500	2,50	1,50	3,50	0,500
11	-1	1011	11	3	2	129	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
12	-1	1012	12	3	4	137	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
13	-1	1013	13	3	4	145	1,5	3,5	0,50	1,5	2,5	1,10	3,10	0,100	1,10	3,10	1,15	3,15	0,150	1,15	2,15	1,20	3,20	0,200	1,20	3,20	1,25	3,25	0,250	1,25	2,25	1,30	3,30	0,300	1,30	3,30	1,35	3,35	0,350	1,35	2,35	1,40	3,40	0,400	1,40	3,40	1,45	3,45	0,450	1,45	2,45	1,50	3,50	0,500	1,50	3,50
14	-1	1014	14	3	3	153	1,5	2,5	1,5	0,50	3,5	1,10	2,10	1,10	0,100	3,10	1,15	2,15	1,15	0,150	3,15	1,20	2,20	1,20	0,200	3,20	1,25	2,25	1,25	0,250	3,25	1,30	2,30	1,30	0,300	3,30	1,35	2,35	1,35	0,350	3,35	1,40	2,40	1,40	0,400	3,40	1,45	2,45	1,45	0,450	3,45	1,50	2,50	1,50	0,500	3,50
