1	701	0	0	1	10	35000	0
2	702	0	0	1	10	35000	0
3	703	0	0	1	10	35000	0
4	704	0	0	1	10	35000	0
5	705	0	0	1	10	35000	0
6	706	0	0	1	10	35000	0
7	707	0	0	1	10	35000	0
8	708	0	0	1	10	35000	0
9	709	0	0	1	10	35000	0
10	710	0	0	1	10	35000	0
11	711	0	0	1	10	35000	0
12	712	0	0	1	10	35000	0
13	701	0	0	2	20	35000	0
14	702	0	0	2	20	35000	0
15	703	0	0	2	20	35000	0
16	704	0	0	2	20	35000	0
17	705	0	0	2	20	35000	0
18	706	0	0	2	20	35000	0
19	707	0	0	2	20	35000	0
20	708	0	0	2	20	35000	0
21	709	0	0	2	20	35000	0
22	710	0	0	2	20	35000	0
23	711	0	0	2	20	35000	0
24	712	0	0	2	20	35000	0
25	701	0	0	5	50	35000	0
26	702	0	0	5	50	35000	0
27	703	0	0	5	50	35000	0
28	704	0	0	5	50	35000	0
29	705	0	0	5	50	35000	0
30	706	0	0	5	50	35000	0
31	707	0	0	5	50	35000	0
32	708	0	0	5	50	35000	0
33	709	0	0	5	50	35000	0
34	710	0	0	5	50	35000	0
35	711	0	0	5	50	35000	0
36	712	0	0	5	50	35000	0
37	701	0	0	10	100	35000	0
38	702	0	0	10	100	35000	0
39	703	0	0	10	100	35000	0
40	704	0	0	10	100	35000	0
41	705	0	0	10	100	35000	0
42	706	0	0	10	100	35000	0
43	707	0	0	10	100	35000	0
44	708	0	0	10	100	35000	0
45	709	0	0	10	100	35000	0
46	710	0	0	10	100	35000	0
47	711	0	0	10	100	35000	0
48	712	0	0	10	100	35000	0
49	701	0	1	1	10	35000	0
50	702	0	1	1	10	35000	0
51	703	0	1	1	10	35000	0
52	704	0	1	1	10	35000	0
53	705	0	1	1	10	35000	0
54	706	0	1	1	10	35000	0
55	707	0	1	1	10	35000	0
56	708	0	1	1	10	35000	0
57	709	0	1	1	10	35000	0
58	710	0	1	1	10	35000	0
59	711	0	1	1	10	35000	0
60	712	0	1	1	10	35000	0
61	701	0	1	2	20	35000	0
62	702	0	1	2	20	35000	0
63	703	0	1	2	20	35000	0
64	704	0	1	2	20	35000	0
65	705	0	1	2	20	35000	0
66	706	0	1	2	20	35000	0
67	707	0	1	2	20	35000	0
68	708	0	1	2	20	35000	0
69	709	0	1	2	20	35000	0
70	710	0	1	2	20	35000	0
71	711	0	1	2	20	35000	0
72	712	0	1	2	20	35000	0
73	701	0	1	5	50	35000	0
74	702	0	1	5	50	35000	0
75	703	0	1	5	50	35000	0
76	704	0	1	5	50	35000	0
77	705	0	1	5	50	35000	0
78	706	0	1	5	50	35000	0
79	707	0	1	5	50	35000	0
80	708	0	1	5	50	35000	0
81	709	0	1	5	50	35000	0
82	710	0	1	5	50	35000	0
83	711	0	1	5	50	35000	0
84	712	0	1	5	50	35000	0
85	701	0	1	10	100	35000	0
86	702	0	1	10	100	35000	0
87	703	0	1	10	100	35000	0
88	704	0	1	10	100	35000	0
89	705	0	1	10	100	35000	0
90	706	0	1	10	100	35000	0
91	707	0	1	10	100	35000	0
92	708	0	1	10	100	35000	0
93	709	0	1	10	100	35000	0
94	710	0	1	10	100	35000	0
95	711	0	1	10	100	35000	0
96	712	0	1	10	100	35000	0
97	713	0	0	1	29	35000	0
98	714	0	0	1	29	35000	0
99	715	0	0	1	29	35000	0
100	716	0	0	1	29	35000	0
101	717	0	0	1	29	35000	0
102	718	0	0	1	29	35000	0
103	719	0	0	1	29	35000	0
104	720	0	0	1	29	35000	0
105	721	0	0	1	29	35000	0
106	722	0	0	1	29	35000	0
107	723	0	0	1	29	35000	0
108	724	0	0	1	29	35000	0
109	713	0	0	2	58	35000	0
110	714	0	0	2	58	35000	0
111	715	0	0	2	58	35000	0
112	716	0	0	2	58	35000	0
113	717	0	0	2	58	35000	0
114	718	0	0	2	58	35000	0
115	719	0	0	2	58	35000	0
116	720	0	0	2	58	35000	0
117	721	0	0	2	58	35000	0
118	722	0	0	2	58	35000	0
119	723	0	0	2	58	35000	0
120	724	0	0	2	58	35000	0
121	713	0	0	5	145	35000	0
122	714	0	0	5	145	35000	0
123	715	0	0	5	145	35000	0
124	716	0	0	5	145	35000	0
125	717	0	0	5	145	35000	0
126	718	0	0	5	145	35000	0
127	719	0	0	5	145	35000	0
128	720	0	0	5	145	35000	0
129	721	0	0	5	145	35000	0
130	722	0	0	5	145	35000	0
131	723	0	0	5	145	35000	0
132	724	0	0	5	145	35000	0
133	713	0	0	10	290	35000	0
134	714	0	0	10	290	35000	0
135	715	0	0	10	290	35000	0
136	716	0	0	10	290	35000	0
137	717	0	0	10	290	35000	0
138	718	0	0	10	290	35000	0
139	719	0	0	10	290	35000	0
140	720	0	0	10	290	35000	0
141	721	0	0	10	290	35000	0
142	722	0	0	10	290	35000	0
143	723	0	0	10	290	35000	0
144	724	0	0	10	290	35000	0
145	713	0	1	1	29	35000	0
146	714	0	1	1	29	35000	0
147	715	0	1	1	29	35000	0
148	716	0	1	1	29	35000	0
149	717	0	1	1	29	35000	0
150	718	0	1	1	29	35000	0
151	719	0	1	1	29	35000	0
152	720	0	1	1	29	35000	0
153	721	0	1	1	29	35000	0
154	722	0	1	1	29	35000	0
155	723	0	1	1	29	35000	0
156	724	0	1	1	29	35000	0
157	713	0	1	2	58	35000	0
158	714	0	1	2	58	35000	0
159	715	0	1	2	58	35000	0
160	716	0	1	2	58	35000	0
161	717	0	1	2	58	35000	0
162	718	0	1	2	58	35000	0
163	719	0	1	2	58	35000	0
164	720	0	1	2	58	35000	0
165	721	0	1	2	58	35000	0
166	722	0	1	2	58	35000	0
167	723	0	1	2	58	35000	0
168	724	0	1	2	58	35000	0
169	713	0	1	5	145	35000	0
170	714	0	1	5	145	35000	0
171	715	0	1	5	145	35000	0
172	716	0	1	5	145	35000	0
173	717	0	1	5	145	35000	0
174	718	0	1	5	145	35000	0
175	719	0	1	5	145	35000	0
176	720	0	1	5	145	35000	0
177	721	0	1	5	145	35000	0
178	722	0	1	5	145	35000	0
179	723	0	1	5	145	35000	0
180	724	0	1	5	145	35000	0
181	713	0	1	10	290	35000	0
182	714	0	1	10	290	35000	0
183	715	0	1	10	290	35000	0
184	716	0	1	10	290	35000	0
185	717	0	1	10	290	35000	0
186	718	0	1	10	290	35000	0
187	719	0	1	10	290	35000	0
188	720	0	1	10	290	35000	0
189	721	0	1	10	290	35000	0
190	722	0	1	10	290	35000	0
191	723	0	1	10	290	35000	0
192	724	0	1	10	290	35000	0
193	725	0	0	1	150	30000	1
194	726	0	0	1	150	30000	1
195	727	0	0	1	150	30000	1
196	728	0	0	1	150	30000	1
197	729	0	0	1	150	30000	1
198	730	0	0	1	150	30000	1
199	731	0	0	1	150	30000	1
200	732	0	0	1	150	30000	1
201	733	0	0	1	150	30000	1
202	725	0	0	2	300	30000	1
203	726	0	0	2	300	30000	1
204	727	0	0	2	300	30000	1
205	728	0	0	2	300	30000	1
206	729	0	0	2	300	30000	1
