1	1	7	1	1	1000
2	1	8	1	1	1000
3	1	9	1	1	1000
4	1	10	1	1	1000
5	1	11	1	1	1000
6	1	12	1	1	1000
7	1	13	1	1	1000
8	1	14	1	1	1000
9	1	15	1	1	1000
10	1	16	1	1	1000
11	1	17	1	1	1000
12	1	18	1	1	1000
13	1	19	1	1	1000
14	1	20	1	1	1000
15	1	4	1	1	300
16	1	5	1	1	300
17	1	6	1	1	300
18	2	21	1	1	1000
19	2	22	1	1	1000
20	2	23	1	1	1000
21	2	24	1	1	1000
22	2	25	1	1	1000
23	2	26	1	1	1000
24	2	27	1	1	1000
25	2	28	1	1	1000
26	2	29	1	1	1000
27	2	30	1	1	1000
28	2	31	1	1	1000
29	2	32	1	1	1000
30	2	33	1	1	1000
31	2	34	1	1	1000
32	2	7	1	1	1000
33	2	8	1	1	1000
34	2	9	1	1	1000
35	2	10	1	1	1000
36	2	11	1	1	1000
37	2	12	1	1	1000
38	2	13	1	1	1000
39	2	14	1	1	1000
40	2	15	1	1	1000
41	2	16	1	1	1000
42	2	17	1	1	1000
43	2	18	1	1	1000
44	2	19	1	1	1000
45	2	20	1	1	1000
46	2	4	1	1	1000
47	2	5	1	1	1000
48	2	6	1	1	1000
49	3	21	1	1	1000
50	3	22	1	1	1000
51	3	23	1	1	1000
52	3	24	1	1	1000
53	3	25	1	1	1000
54	3	26	1	1	1000
55	3	27	1	1	1000
56	3	28	1	1	1000
57	3	29	1	1	1000
58	3	30	1	1	1000
59	3	31	1	1	1000
60	3	32	1	1	1000
61	3	33	1	1	1000
62	3	34	1	1	1000
63	3	7	1	1	1000
64	3	8	1	1	1000
65	3	9	1	1	1000
66	3	10	1	1	1000
67	3	11	1	1	1000
68	3	12	1	1	1000
69	3	13	1	1	1000
70	3	14	1	1	1000
71	3	15	1	1	1000
72	3	16	1	1	1000
73	3	17	1	1	1000
74	3	18	1	1	1000
75	3	19	1	1	1000
76	3	20	1	1	1000
77	4	35	1	1	3000
78	4	36	1	1	3000
79	4	37	1	1	3000
80	4	38	1	1	3000
81	4	39	1	1	3000
82	4	40	1	1	3000
83	4	41	1	1	3000
84	4	42	1	1	3000
85	4	43	1	1	3000
86	4	44	1	1	3000
87	4	45	1	1	3000
88	4	46	1	1	3000
89	4	47	1	1	3000
90	4	48	1	1	3000
91	4	21	1	1	1000
92	4	22	1	1	1000
93	4	23	1	1	1000
94	4	24	1	1	1000
95	4	25	1	1	1000
96	4	26	1	1	1000
97	4	27	1	1	1000
98	4	28	1	1	1000
99	4	29	1	1	1000
100	4	30	1	1	1000
101	4	31	1	1	1000
102	4	32	1	1	1000
103	4	33	1	1	1000
104	4	34	1	1	1000
105	5	49	1	1	10000
106	5	50	1	1	10000
107	5	51	1	1	10000
108	5	52	1	1	10000
109	5	53	1	1	10000
110	5	54	1	1	10000
111	5	55	1	1	10000
112	5	56	1	1	10000
113	5	57	1	1	10000
114	5	58	1	1	10000
115	5	59	1	1	10000
116	5	60	1	1	10000
117	5	61	1	1	10000
118	5	62	1	1	10000
119	5	35	1	1	5000
120	5	36	1	1	5000
121	5	37	1	1	5000
122	5	38	1	1	5000
123	5	39	1	1	5000
124	5	40	1	1	5000
125	5	41	1	1	5000
126	5	42	1	1	5000
127	5	43	1	1	5000
128	5	44	1	1	5000
129	5	45	1	1	5000
130	5	46	1	1	5000
131	5	47	1	1	5000
132	5	48	1	1	5000
133	5	1	1	1	1000
134	5	2	1	1	1000
135	5	3	1	1	1000
