1	1	60	90	110	0
2	2	130	180	220	1
3	3	210	280	350	0
4	4	280	380	470	0
5	5	360	480	600	1
6	6	440	590	740	0
7	7	520	700	880	0
8	8	610	820	1020	1
9	9	700	930	1170	0
10	10	790	1060	1320	0
11	11	890	1180	1480	1
12	12	980	1310	1640	0
13	13	1080	1450	1810	0
14	14	1190	1580	1980	1
15	15	1290	1720	2160	0
16	16	1400	1870	2340	0
17	17	1510	2010	2520	1
18	18	1620	2170	2710	0
19	19	1740	2320	2900	0
20	20	1860	2480	3100	1
21	21	1980	2640	3300	0
22	22	2100	2810	3510	0
23	23	2230	2980	3720	1
24	24	2360	3150	3940	0
25	25	2490	3330	4160	0
26	26	2630	3510	4380	1
27	27	2770	3690	4610	0
28	28	2910	3880	4850	0
29	29	3050	4070	5080	1
30	30	3190	4260	5330	0
31	31	3340	4460	5580	0
32	32	3490	4660	5830	1
33	33	3650	4870	6080	0
34	34	3800	5070	6340	0
35	35	3960	5290	6610	1
36	36	4130	5500	6880	0
37	37	4290	5720	7150	0
38	38	4460	5950	7430	1
39	39	4630	6170	7720	0
40	40	4800	6400	8010	0
41	41	4980	6640	8300	1
42	42	5150	6870	8590	0
43	43	5340	7120	8900	0
44	44	5520	7360	9200	1
45	45	5710	7610	9510	0
46	46	5890	7860	9830	0
47	47	6090	8120	10150	1
48	48	6280	8380	10470	0
49	49	6480	8640	10800	0
50	50	6680	8910	11130	1
51	51	6880	9180	11470	0
52	52	7090	9450	11810	0
53	53	7290	9730	12160	1
54	54	7500	10010	12510	0
55	55	7720	10290	12870	0
56	56	7930	10580	13230	1
57	57	8150	10870	13590	0
58	58	8370	11170	13960	0
59	59	8600	11460	14330	1
60	60	8820	11770	14710	0
61	61	9050	12070	15090	0
62	62	9290	12380	15480	1
63	63	9520	12700	15870	0
64	64	9760	13010	16270	0
65	65	10000	13330	16670	1
66	66	10240	13660	17070	0
67	67	10490	13980	17480	0
68	68	10740	14320	17900	1
69	69	10990	14650	18310	0
70	70	11240	14990	18740	0
71	71	11500	15330	19170	1
72	72	11760	15680	19600	0
73	73	12020	16030	20030	0
74	74	12280	16380	20470	1
75	75	12550	16740	20920	0
76	76	12820	17100	21370	0
77	77	13090	17460	21820	1
78	78	13370	17830	22280	0
79	79	13650	18200	22750	0
80	80	13930	18570	23220	1
81	81	14210	18950	23690	0
82	82	14500	19330	24160	0
83	83	14790	19720	24650	1
84	84	15080	20100	25130	0
85	85	15370	20500	25620	0
86	86	15670	20890	26120	1
87	87	15970	21290	26620	0
88	88	16270	21700	27120	0
89	89	16580	22100	27630	1
90	90	16880	22510	28140	0
91	91	17190	22930	28660	0
92	92	17510	23340	29180	1
93	93	17820	23770	29710	0
94	94	18140	24190	30240	0
95	95	18460	24620	30780	1
96	96	18790	25050	31320	0
97	97	19110	25490	31860	0
98	98	19440	25930	32410	1
99	99	19780	26370	32960	0
100	100	20110	26820	33520	0
101	101	20450	27270	34080	1
102	102	20790	27720	34650	0
103	103	21130	28180	35220	0
104	104	21480	28640	35800	1
105	105	21820	29100	36380	0
106	106	22180	29570	36960	0
107	107	22530	30040	37550	1
108	108	22890	30520	38150	0
109	109	23240	30990	38740	0
110	110	23610	31480	39350	1
111	111	23970	31960	39960	0
112	112	24340	32450	40570	0
113	113	24710	32950	41180	1
114	114	25080	33440	41800	0
115	115	25460	33940	42430	0
116	116	25830	34450	43060	1
117	117	26210	34950	43690	0
118	118	26600	35470	44330	0
119	119	26980	35980	44980	1
120	120	27370	36500	45630	0
121	121	27760	37020	46280	0
122	122	28160	37550	46930	1
123	123	28560	38080	47600	0
124	124	28960	38610	48260	0
125	125	29360	39150	48930	1
126	126	29760	39690	49610	0
127	127	30170	40230	50290	0
128	128	30580	40780	50970	1
129	129	30990	41330	51660	0
130	130	31410	41880	52350	0
131	131	31830	42440	53050	1
132	132	32250	43000	53750	0
133	133	32670	43570	54460	0
134	134	33100	44130	55170	1
135	135	33530	44710	55890	0
136	136	33960	45280	56610	0
137	137	34400	45860	57330	1
138	138	34830	46450	58060	0
139	139	35270	47030	58790	0
140	140	35720	47620	59530	1
141	141	36160	48220	60270	0
142	142	36610	48810	61020	0
143	143	37060	49420	61770	1
144	144	37510	50020	62530	0
145	145	37970	50630	63290	0
146	146	38430	51240	64050	1
147	147	38890	51860	64820	0
148	148	39360	52480	65600	0
149	149	39820	53100	66370	1
150	150	40290	53730	67160	0
151	151	40770	54360	67950	0
152	152	41240	54990	68740	1
153	153	41720	55630	69530	0
154	154	42200	56270	70330	0
155	155	42680	56910	71140	1
156	156	43170	57560	71950	0
157	157	43660	58210	72760	0
158	158	44150	58870	73580	1
159	159	44640	59520	74410	0
160	160	45140	60190	75240	0
161	161	45640	60850	76070	1
162	162	46140	61520	76900	0
163	163	46650	62200	77750	0
164	164	47150	62870	78590	1
165	165	47660	63550	79440	0
166	166	48180	64240	80300	0
167	167	48690	64920	81160	1
168	168	49210	65620	82020	0
169	169	49730	66310	82890	0
170	170	50260	67010	83760	1
171	171	50780	67710	84640	0
172	172	51310	68420	85520	0
173	173	51840	69130	86410	1
174	174	52380	69840	87300	0
175	175	52920	70560	88200	0
176	176	53460	71280	89100	1
177	177	54000	72000	90000	0
178	178	54540	72730	90910	0
